ds,y
5/14/17 13:35,-1.7
5/14/17 13:40,-1.4
5/14/17 13:45,-1.2
5/14/17 13:50,-1
5/14/17 13:55,-0.8
5/14/17 14:00,-0.6
5/14/17 14:05,-0.3
5/14/17 14:10,-0.1
5/14/17 14:15,0
5/14/17 14:20,0.3
5/14/17 14:25,0.5
5/14/17 14:30,0.7
5/14/17 14:35,0.9
5/14/17 14:40,1.1
5/14/17 14:45,1.5
5/14/17 14:50,1.7
5/14/17 14:55,1.9
5/14/17 15:00,2.2
5/14/17 15:05,2.4
5/14/17 15:10,2.7
5/14/17 15:15,2.9
5/14/17 15:20,3.5
5/14/17 15:25,3.7
5/14/17 15:30,4
5/14/17 15:35,4.8
5/14/17 15:40,5.4
5/14/17 15:45,6
5/14/17 15:50,6.6
5/14/17 15:55,7.2
5/14/17 16:00,7.8
5/14/17 16:05,8.4
5/14/17 16:10,8.6
5/14/17 16:15,10
5/14/17 16:20,10.6
5/14/17 16:25,10.7
5/14/17 16:30,11.6
5/14/17 16:35,12.4
5/14/17 16:40,12.6
5/14/17 16:45,12.8
5/14/17 16:50,15.3
5/14/17 16:55,15.1
5/14/17 17:00,14.9
5/14/17 17:05,16.5
5/14/17 17:10,17.1
5/14/17 17:15,16.2
5/14/17 17:20,17.6
5/14/17 17:25,18.9
5/14/17 17:30,19
5/14/17 17:35,20
5/14/17 17:40,19.9
5/14/17 17:45,20.6
5/14/17 17:50,21.4
5/14/17 17:55,22
5/14/17 18:00,23.3
5/14/17 18:05,23.8
5/14/17 18:10,24
5/14/17 18:15,24.3
5/14/17 18:20,22.8
5/14/17 18:25,23.1
5/14/17 18:30,23.9
5/14/17 18:35,22.7
5/14/17 18:40,24
5/14/17 18:45,26.7
5/14/17 18:50,27.8
5/14/17 18:55,24.4
5/14/17 19:00,25.6
5/14/17 19:05,28.4
5/14/17 19:10,28
5/14/17 19:15,29.4
5/14/17 19:20,30.3
5/14/17 19:25,30.8
5/14/17 19:30,27.9
5/14/17 19:35,28.2
5/14/17 19:40,28.2
5/14/17 19:45,29.7
5/14/17 19:50,30.4
5/14/17 19:55,31
5/14/17 20:00,26.1
5/14/17 20:05,27.4
5/14/17 20:10,30.6
5/14/17 20:15,30.2
5/14/17 20:20,32.8
5/14/17 20:25,33.6
5/14/17 20:30,26
5/14/17 20:35,22
5/14/17 20:40,23.3
5/14/17 20:45,22.2
5/14/17 20:50,19.2
5/14/17 20:55,25.3
5/14/17 21:00,20.6
5/14/17 21:05,19.8
5/14/17 21:10,17.7
5/14/17 21:15,15.5
5/14/17 21:20,18.4
5/14/17 21:25,19.3
5/14/17 21:30,16.2
5/14/17 21:35,21.2
5/14/17 21:40,18
5/14/17 21:45,18.2
5/14/17 21:50,24
5/14/17 21:55,20.1
5/14/17 22:00,18.6
5/14/17 22:05,16.3
5/14/17 22:10,21.5
5/14/17 22:15,22.6
5/14/17 22:20,25
5/14/17 22:25,23.1
5/14/17 22:30,20.5
5/14/17 22:35,16.9
5/14/17 22:40,20.1
5/14/17 22:45,17.2
5/14/17 22:50,18.5
5/14/17 22:55,20.8
5/14/17 23:00,18.4
5/14/17 23:05,17
5/14/17 23:10,19.1
5/14/17 23:15,17.7
5/14/17 23:20,21.2
5/14/17 23:25,22.4
5/14/17 23:30,22
5/14/17 23:35,22.1
5/14/17 23:40,19.1
5/14/17 23:45,18.8
5/14/17 23:50,19.9
5/14/17 23:55,18.6
5/15/17 0:00,16.3
5/15/17 0:05,15.6
5/15/17 0:10,15.1
5/15/17 0:15,14.6
5/15/17 0:20,15.5
5/15/17 0:25,15.2
5/15/17 0:30,14.8
5/15/17 0:35,15
5/15/17 0:40,15.3
5/15/17 0:45,14.9
5/15/17 0:50,13.7
5/15/17 0:55,13.1
5/15/17 1:00,12.4
5/15/17 1:05,11.7
5/15/17 1:10,12.1
5/15/17 1:15,12
5/15/17 1:20,12.3
5/15/17 1:25,12.4
5/15/17 1:30,11.9
5/15/17 1:35,11.4
5/15/17 1:40,10.8
5/15/17 1:45,10.5
5/15/17 1:50,10
5/15/17 1:55,10.2
5/15/17 2:00,9.8
5/15/17 2:05,9.4
5/15/17 2:10,9
5/15/17 2:15,8.7
5/15/17 2:20,8.3
5/15/17 2:25,8
5/15/17 2:30,7.8
5/15/17 2:35,7.4
5/15/17 2:40,7.2
5/15/17 2:45,6.8
5/15/17 2:50,6.1
5/15/17 2:55,6
5/15/17 3:00,5.9
5/15/17 3:05,5.6
5/15/17 3:10,5.5
5/15/17 3:15,5.6
5/15/17 3:20,5.6
5/15/17 3:25,5.4
5/15/17 3:30,5.3
5/15/17 3:35,5.1
5/15/17 3:40,5
5/15/17 3:45,4.9
5/15/17 3:50,4.9
5/15/17 3:55,5
5/15/17 4:00,5
5/15/17 4:05,5
5/15/17 4:10,4.8
5/15/17 4:15,4.7
5/15/17 4:20,4.4
5/15/17 4:25,4.4
5/15/17 4:30,4.2
5/15/17 4:35,3.8
5/15/17 4:40,3.7
5/15/17 4:45,3.3
5/15/17 4:50,3
5/15/17 4:55,2.7
5/15/17 5:00,2.5
5/15/17 5:05,2.3
5/15/17 5:10,2
5/15/17 5:15,1.8
5/15/17 5:20,1.6
5/15/17 5:25,1.5
5/15/17 5:30,1.5
5/15/17 5:35,1.4
5/15/17 5:40,1.5
5/15/17 5:45,1.6
5/15/17 5:50,1.6
5/15/17 5:55,1.7
5/15/17 6:00,1.8
5/15/17 6:05,1.7
5/15/17 6:10,1.8
5/15/17 6:15,1.8
5/15/17 6:20,1.8
5/15/17 6:25,1.7
5/15/17 6:30,1.6
5/15/17 6:35,1.5
5/15/17 6:40,1.4
5/15/17 6:45,1.3
5/15/17 6:50,1.2
5/15/17 6:55,1.1
5/15/17 7:00,1
5/15/17 7:05,0.9
5/15/17 7:10,0.8
5/15/17 7:15,0.8
5/15/17 7:20,0.9
5/15/17 7:25,1
5/15/17 7:30,1.1
5/15/17 7:35,1.1
5/15/17 7:40,1.2
5/15/17 7:45,1.1
5/15/17 7:50,1
5/15/17 7:55,0.8
5/15/17 8:00,0.7
5/15/17 8:05,0.6
5/15/17 8:10,0.6
5/15/17 8:15,0.9
5/15/17 8:20,1.1
5/15/17 8:25,1.2
5/15/17 8:30,1.2
5/15/17 8:35,1
5/15/17 8:40,0.9
5/15/17 8:45,1.2
5/15/17 8:50,1.5
5/15/17 8:55,1.9
5/15/17 9:00,1.9
5/15/17 9:05,2
5/15/17 9:10,2.2
5/15/17 9:15,2.4
5/15/17 9:20,2.5
5/15/17 9:25,2.7
5/15/17 9:30,2.8
5/15/17 9:35,2.8
5/15/17 9:40,2.8
5/15/17 9:45,2.7
5/15/17 9:50,2.7
5/15/17 9:55,2.5
5/15/17 10:00,2.2
5/15/17 10:05,1.9
5/15/17 10:10,1.9
5/15/17 10:15,2
5/15/17 10:20,2.1
5/15/17 10:25,2.2
5/15/17 10:30,2.4
5/15/17 10:35,2.5
5/15/17 10:40,2.6
5/15/17 10:45,2.7
5/15/17 10:50,2.7
5/15/17 10:55,2.7
5/15/17 11:00,2.7
5/15/17 11:05,2.7
5/15/17 11:10,2.7
5/15/17 11:15,2.8
5/15/17 11:20,2.8
5/15/17 11:25,2.8
5/15/17 11:30,2.8
5/15/17 11:35,2.8
5/15/17 11:40,2.8
5/15/17 11:45,2.8
5/15/17 11:50,2.8
5/15/17 11:55,2.8
5/15/17 12:00,2.8
5/15/17 12:05,2.7
5/15/17 12:10,2.7
5/15/17 12:15,2.5
5/15/17 12:20,2.5
5/15/17 12:25,2.4
5/15/17 12:30,2.5
5/15/17 12:35,2.4
5/15/17 12:40,2.4
5/15/17 12:45,2.4
5/15/17 12:50,2.4
5/15/17 12:55,2.4
5/15/17 13:00,2.4
5/15/17 13:05,2.4
5/15/17 13:10,2.5
5/15/17 13:15,2.5
5/15/17 13:20,2.5
5/15/17 13:25,2.5
5/15/17 13:30,2.5
5/15/17 13:35,2.6
5/15/17 13:40,2.7
5/15/17 13:45,2.8
5/15/17 13:50,3
5/15/17 13:55,3.1
5/15/17 14:00,3.4
5/15/17 14:05,3.6
5/15/17 14:10,3.8
5/15/17 14:15,4
5/15/17 14:20,4.4
5/15/17 14:25,4.8
5/15/17 14:30,5
5/15/17 14:35,5.3
5/15/17 14:40,5.5
5/15/17 14:45,5.7
5/15/17 14:50,5.7
5/15/17 14:55,6
5/15/17 15:00,6
5/15/17 15:05,6
5/15/17 15:10,6.7
5/15/17 15:15,7.8
5/15/17 15:20,7.8
5/15/17 15:25,8.3
5/15/17 15:30,8.5
5/15/17 15:35,8.7
5/15/17 15:40,8.5
5/15/17 15:45,8.1
5/15/17 15:50,8.5
5/15/17 15:55,8.6
5/15/17 16:00,8.9
5/15/17 16:05,8.7
5/15/17 16:10,9.4
5/15/17 16:15,8.7
5/15/17 16:20,9
5/15/17 16:25,9.4
5/15/17 16:30,11.1
5/15/17 16:35,11.4
5/15/17 16:40,9.4
5/15/17 16:45,9.4
5/15/17 16:50,9.4
5/15/17 16:55,9.2
5/15/17 17:00,10.2
5/15/17 17:05,9.9
5/15/17 17:10,12.7
5/15/17 17:15,13.8
5/15/17 17:20,11.6
5/15/17 17:25,11.2
5/15/17 17:30,13.5
5/15/17 17:35,19
5/15/17 17:40,15.1
5/15/17 17:45,12.4
5/15/17 17:50,12.2
5/15/17 17:55,15.4
5/15/17 18:00,17.5
5/15/17 18:05,14.5
5/15/17 18:10,13.1
5/15/17 18:15,16.7
5/15/17 18:20,16.1
5/15/17 18:25,15.9
5/15/17 18:30,15.3
5/15/17 18:35,12.2
5/15/17 18:40,11
5/15/17 18:45,10
5/15/17 18:50,10.1
5/15/17 18:55,10.3
5/15/17 19:00,10.6
5/15/17 19:05,9.7
5/15/17 19:10,8.7
5/15/17 19:15,8.2
5/15/17 19:20,8.2
5/15/17 19:25,8.1
5/15/17 19:30,8.3
5/15/17 19:35,7.7
5/15/17 19:40,7.3
5/15/17 19:45,7.5
5/15/17 19:50,7.2
5/15/17 19:55,7
5/15/17 20:00,6.5
5/15/17 20:05,6.4
5/15/17 20:10,6.6
5/15/17 20:15,6.7
5/15/17 20:20,6.4
5/15/17 20:25,6.3
5/15/17 20:30,6.2
5/15/17 20:35,5.8
5/15/17 20:40,5.9
5/15/17 20:45,5.3
5/15/17 20:50,4.8
5/15/17 20:55,3.4
5/15/17 21:00,2.3
5/15/17 21:05,1.7
5/15/17 21:10,2.5
5/15/17 21:15,2.4
5/15/17 21:20,1.2
5/15/17 21:25,1.6
5/15/17 21:30,2.2
5/15/17 21:35,3.7
5/15/17 21:40,4.4
5/15/17 21:45,4.4
5/15/17 21:50,4.8
5/15/17 21:55,4.1
5/15/17 22:00,2.8
5/15/17 22:05,3
5/15/17 22:10,5.4
5/15/17 22:15,6
5/15/17 22:20,6.3
5/15/17 22:25,6.1
5/15/17 22:30,5.8
5/15/17 22:35,6.5
5/15/17 22:40,6.5
5/15/17 22:45,6.3
5/15/17 22:50,5.6
5/15/17 22:55,5.2
5/15/17 23:00,4.3
5/15/17 23:05,3.9
5/15/17 23:10,4.3
5/15/17 23:15,5
5/15/17 23:20,5.3
5/15/17 23:25,5.2
5/15/17 23:30,5.3
5/15/17 23:35,5.3
5/15/17 23:40,5.1
5/15/17 23:45,5
5/15/17 23:50,5
5/15/17 23:55,4.6
5/16/17 0:00,3.2
5/16/17 0:05,3.7
5/16/17 0:10,3.8
5/16/17 0:15,4
5/16/17 0:20,3.9
5/16/17 0:25,4.4
5/16/17 0:30,4.6
5/16/17 0:35,4.7
5/16/17 0:40,4.8
5/16/17 0:45,4.4
5/16/17 0:50,4.4
5/16/17 0:55,4.6
5/16/17 1:00,4.8
5/16/17 1:05,4.8
5/16/17 1:10,4.8
5/16/17 1:15,5
5/16/17 1:20,4.6
5/16/17 1:25,4.5
5/16/17 1:30,4.3
5/16/17 1:35,4.2
5/16/17 1:40,4.3
5/16/17 1:45,4.2
5/16/17 1:50,4.2
5/16/17 1:55,4.1
5/16/17 2:00,4.1
5/16/17 2:05,4
5/16/17 2:10,3.9
5/16/17 2:15,3.9
5/16/17 2:20,3.9
5/16/17 2:25,3.9
5/16/17 2:30,3.8
5/16/17 2:35,3.8
5/16/17 2:40,3.7
5/16/17 2:45,3.4
5/16/17 2:50,3
5/16/17 2:55,2.9
5/16/17 3:00,3
5/16/17 3:05,3.1
5/16/17 3:10,3.2
5/16/17 3:15,3.2
5/16/17 3:20,3.3
5/16/17 3:25,3.2
5/16/17 3:30,3.3
5/16/17 3:35,3.2
5/16/17 3:40,3.3
5/16/17 3:45,3.2
5/16/17 3:50,3
5/16/17 3:55,2.8
5/16/17 4:00,2.9
5/16/17 4:05,2.9
5/16/17 4:10,3.1
5/16/17 4:15,3.2
5/16/17 4:20,3.1
5/16/17 4:25,2.8
5/16/17 4:30,3
5/16/17 4:35,3.1
5/16/17 4:40,3
5/16/17 4:45,2.9
5/16/17 4:50,2.9
5/16/17 4:55,2.7
5/16/17 5:00,2.6
5/16/17 5:05,2.3
5/16/17 5:10,2.2
5/16/17 5:15,2.2
5/16/17 5:20,2
5/16/17 5:25,2.1
5/16/17 5:30,2.6
5/16/17 5:35,2.8
5/16/17 5:40,2.9
5/16/17 5:45,2.9
5/16/17 5:50,3
5/16/17 5:55,3
5/16/17 6:00,3
5/16/17 6:05,3
5/16/17 6:10,3.1
5/16/17 6:15,3.1
5/16/17 6:20,3.1
5/16/17 6:25,3.1
5/16/17 6:30,3.1
5/16/17 6:35,3.1
5/16/17 6:40,3.1
5/16/17 6:45,3
5/16/17 6:50,3
5/16/17 6:55,3.1
5/16/17 7:00,3.1
5/16/17 7:05,3.1
5/16/17 7:10,3.1
5/16/17 7:15,3.1
5/16/17 7:20,3
5/16/17 7:25,3
5/16/17 7:30,2.7
5/16/17 7:35,2.6
5/16/17 7:40,2.6
5/16/17 7:45,2.3
5/16/17 7:50,2
5/16/17 7:55,1.7
5/16/17 8:00,1.5
5/16/17 8:05,1.2
5/16/17 8:10,1.4
5/16/17 8:15,1.7
5/16/17 8:20,2
5/16/17 8:25,2.3
5/16/17 8:30,2.3
5/16/17 8:35,2.4
5/16/17 8:40,2.4
5/16/17 8:45,2.4
5/16/17 8:50,2.3
5/16/17 8:55,2.2
5/16/17 9:00,2.2
5/16/17 9:05,2
5/16/17 9:10,1.8
5/16/17 9:15,1.4
5/16/17 9:20,1
5/16/17 9:25,0.8
5/16/17 9:30,0.7
5/16/17 9:35,0.6
5/16/17 9:40,0.6
5/16/17 9:45,0.6
5/16/17 9:50,0.6
5/16/17 9:55,0.5
5/16/17 10:00,0.5
5/16/17 10:05,0.4
5/16/17 10:10,0.4
5/16/17 10:15,0.3
5/16/17 10:20,0.3
5/16/17 10:25,0.2
5/16/17 10:30,0.1
5/16/17 10:35,0
5/16/17 10:40,-0.1
5/16/17 10:45,0
5/16/17 10:50,-0.1
5/16/17 10:55,-0.3
5/16/17 11:00,-0.4
5/16/17 11:05,-0.3
5/16/17 11:10,-0.3
5/16/17 11:15,-0.2
5/16/17 11:20,-0.2
5/16/17 11:25,-0.2
5/16/17 11:30,-0.2
5/16/17 11:35,-0.1
5/16/17 11:40,-0.2
5/16/17 11:45,0.1
5/16/17 11:50,0.4
5/16/17 11:55,0.6
5/16/17 12:00,0.7
5/16/17 12:05,0.4
5/16/17 12:10,0.4
5/16/17 12:15,0.6
5/16/17 12:20,0.7
5/16/17 12:25,0.9
5/16/17 12:30,0.8
5/16/17 12:35,1
5/16/17 12:40,1.3
5/16/17 12:45,1.4
5/16/17 12:50,1.5
5/16/17 12:55,1.3
5/16/17 13:00,1.3
5/16/17 13:05,1.2
5/16/17 13:10,1.1
5/16/17 13:15,1
5/16/17 13:20,0.9
5/16/17 13:25,1.2
5/16/17 13:30,1.4
5/16/17 13:35,1.7
5/16/17 13:40,1.8
5/16/17 13:45,2
5/16/17 13:50,2.2
5/16/17 13:55,2.4
5/16/17 14:00,2.5
5/16/17 14:05,2.6
5/16/17 14:10,2.8
5/16/17 14:15,3
5/16/17 14:20,3.2
5/16/17 14:25,3.6
5/16/17 14:30,4
5/16/17 14:35,4.3
5/16/17 14:40,4.3
5/16/17 14:45,4.8
5/16/17 14:50,4.9
5/16/17 14:55,5
5/16/17 15:00,5
5/16/17 15:05,4.9
5/16/17 15:10,5
5/16/17 15:15,5.1
5/16/17 15:20,5.3
5/16/17 15:25,5.4
5/16/17 15:30,5.7
5/16/17 15:35,5.8
5/16/17 15:40,6.1
5/16/17 15:45,6.3
5/16/17 15:50,6.5
5/16/17 15:55,6.7
5/16/17 16:00,7.3
5/16/17 16:05,7.7
5/16/17 16:10,8.2
5/16/17 16:15,9.1
5/16/17 16:20,9.1
5/16/17 16:25,9.5
5/16/17 16:30,9.4
5/16/17 16:35,9.3
5/16/17 16:40,9.5
5/16/17 16:45,9.4
5/16/17 16:50,9.6
5/16/17 16:55,9.7
5/16/17 17:00,9.9
5/16/17 17:05,10
5/16/17 17:10,10
5/16/17 17:15,10.4
5/16/17 17:20,10.7
5/16/17 17:25,11.3
5/16/17 17:30,12.1
5/16/17 17:35,12.3
5/16/17 17:40,12.3
5/16/17 17:45,11.9
5/16/17 17:50,11.9
5/16/17 17:55,12
5/16/17 18:00,12.5
5/16/17 18:05,13
5/16/17 18:10,12.8
5/16/17 18:15,12
5/16/17 18:20,13.1
5/16/17 18:25,13.4
5/16/17 18:30,12.8
5/16/17 18:35,12.1
5/16/17 18:40,11.8
5/16/17 18:45,12.6
5/16/17 18:50,13.2
5/16/17 18:55,13.6
5/16/17 19:00,13
5/16/17 19:05,12.6
5/16/17 19:10,12.8
5/16/17 19:15,13
5/16/17 19:20,13.6
5/16/17 19:25,14.2
5/16/17 19:30,15.4
5/16/17 19:35,17
5/16/17 19:40,16.3
5/16/17 19:45,17.5
5/16/17 19:50,17.3
5/16/17 19:55,17.5
5/16/17 20:00,16.1
5/16/17 20:05,15
5/16/17 20:10,13.1
5/16/17 20:15,11.8
5/16/17 20:20,10.6
5/16/17 20:25,9.6
5/16/17 20:30,9.1
5/16/17 20:35,9
5/16/17 20:40,9
5/16/17 20:45,8.7
5/16/17 20:50,8.8
5/16/17 20:55,8.6
5/16/17 21:00,8.2
5/16/17 21:05,8.2
5/16/17 21:10,8
5/16/17 21:15,8
5/16/17 21:20,7.8
5/16/17 21:25,7.9
5/16/17 21:30,7.8
5/16/17 21:35,7.5
5/16/17 21:40,8.3
5/16/17 21:45,7.8
5/16/17 21:50,7.5
5/16/17 21:55,7.3
5/16/17 22:00,7.2
5/16/17 22:05,7.6
5/16/17 22:10,7.2
5/16/17 22:15,7.2
5/16/17 22:20,7.4
5/16/17 22:25,7.5
5/16/17 22:30,7.7
5/16/17 22:35,7.7
5/16/17 22:40,7.4
5/16/17 22:45,7.7
5/16/17 22:50,7.3
5/16/17 22:55,7.9
5/16/17 23:00,9.3
5/16/17 23:05,9
5/16/17 23:10,8.8
5/16/17 23:15,9.1
5/16/17 23:20,9.2
5/16/17 23:25,10.1
5/16/17 23:30,9.5
5/16/17 23:35,10.1
5/16/17 23:40,10.2
5/16/17 23:45,9.1
5/16/17 23:50,8.2
5/16/17 23:55,7.8
5/17/17 0:00,7.3
5/17/17 0:05,7.1
5/17/17 0:10,6.9
5/17/17 0:15,6.7
5/17/17 0:20,6.8
5/17/17 0:25,6.7
5/17/17 0:30,6.8
5/17/17 0:35,6.8
5/17/17 0:40,6.8
5/17/17 0:45,6.8
5/17/17 0:50,6.9
5/17/17 0:55,7.2
5/17/17 1:00,7.2
5/17/17 1:05,7
5/17/17 1:10,7
5/17/17 1:15,6.7
5/17/17 1:20,6.5
5/17/17 1:25,6.3
5/17/17 1:30,6
5/17/17 1:35,5.9
5/17/17 1:40,5.8
5/17/17 1:45,5.7
5/17/17 1:50,5.6
5/17/17 1:55,5.6
5/17/17 2:00,5.8
5/17/17 2:05,5.7
5/17/17 2:10,5
5/17/17 2:15,5
5/17/17 2:20,4.8
5/17/17 2:25,4.7
5/17/17 2:30,4.6
5/17/17 2:35,4.6
5/17/17 2:40,4.6
5/17/17 2:45,4.5
5/17/17 2:50,4.5
5/17/17 2:55,4.4
5/17/17 3:00,4.3
5/17/17 3:05,4.2
5/17/17 3:10,4.2
5/17/17 3:15,4.2
5/17/17 3:20,4.2
5/17/17 3:25,4.1
5/17/17 3:30,4.1
5/17/17 3:35,4.1
5/17/17 3:40,3.9
5/17/17 3:45,3.9
5/17/17 3:50,3.7
5/17/17 3:55,3.7
5/17/17 4:00,3.7
5/17/17 4:05,3.6
5/17/17 4:10,3.5
5/17/17 4:15,3.5
5/17/17 4:20,3.3
5/17/17 4:25,3.3
5/17/17 4:30,3.3
5/17/17 4:35,3.4
5/17/17 4:40,3.4
5/17/17 4:45,3.4
5/17/17 4:50,3.3
5/17/17 4:55,3.3
5/17/17 5:00,3.3
5/17/17 5:05,3.3
5/17/17 5:10,3.2
5/17/17 5:15,3.2
5/17/17 5:20,3.2
5/17/17 5:25,3.2
5/17/17 5:30,3.1
5/17/17 5:35,3.2
5/17/17 5:40,3.1
5/17/17 5:45,3.1
5/17/17 5:50,3.1
5/17/17 5:55,3.1
5/17/17 6:00,3.1
5/17/17 6:05,3.1
5/17/17 6:10,3.1
5/17/17 6:15,3.1
5/17/17 6:20,3.1
5/17/17 6:25,3.1
5/17/17 6:30,3.1
5/17/17 6:35,3.1
5/17/17 6:40,3.1
5/17/17 6:45,3.1
5/17/17 6:50,3.1
5/17/17 6:55,3.1
5/17/17 7:00,3
5/17/17 7:05,2.9
5/17/17 7:10,2.8
5/17/17 7:15,2.9
5/17/17 7:20,2.9
5/17/17 7:25,2.8
5/17/17 7:30,2.8
5/17/17 7:35,2.8
5/17/17 7:40,2.7
5/17/17 7:45,2.7
5/17/17 7:50,2.7
5/17/17 7:55,2.7
5/17/17 8:00,2.8
5/17/17 8:05,2.8
5/17/17 8:10,2.8
5/17/17 8:15,2.8
5/17/17 8:20,2.8
5/17/17 8:25,2.8
5/17/17 8:30,2.7
5/17/17 8:35,2.5
5/17/17 8:40,2.5
5/17/17 8:45,2.5
5/17/17 8:50,2.7
5/17/17 8:55,2.7
5/17/17 9:00,2.7
5/17/17 9:05,2.7
5/17/17 9:10,2.7
5/17/17 9:15,2.7
5/17/17 9:20,2.7
5/17/17 9:25,2.7
5/17/17 9:30,2.6
5/17/17 9:35,2.5
5/17/17 9:40,2.2
5/17/17 9:45,2
5/17/17 9:50,1.7
5/17/17 9:55,1.5
5/17/17 10:00,1.3
5/17/17 10:05,1.2
5/17/17 10:10,1.3
5/17/17 10:15,1.4
5/17/17 10:20,1.5
5/17/17 10:25,1.3
5/17/17 10:30,1
5/17/17 10:35,0.8
5/17/17 10:40,0.7
5/17/17 10:45,0.7
5/17/17 10:50,0.9
5/17/17 10:55,0.8
5/17/17 11:00,1.3
5/17/17 11:05,1.7
5/17/17 11:10,1.9
5/17/17 11:15,1.9
5/17/17 11:20,1.9
5/17/17 11:25,1.9
5/17/17 11:30,2
5/17/17 11:35,2.1
5/17/17 11:40,2.1
5/17/17 11:45,2.2
5/17/17 11:50,2.2
5/17/17 11:55,2.3
5/17/17 12:00,2.3
5/17/17 12:05,2.3
5/17/17 12:10,2.4
5/17/17 12:15,2.3
5/17/17 12:20,2.4
5/17/17 12:25,2.3
5/17/17 12:30,2.3
5/17/17 12:35,2.3
5/17/17 12:40,2.3
5/17/17 12:45,2.3
5/17/17 12:50,2.3
5/17/17 12:55,2.3
5/17/17 13:00,2.3
5/17/17 13:05,2.3
5/17/17 13:10,2.3
5/17/17 13:15,2.1
5/17/17 13:20,2
5/17/17 13:25,1.5
5/17/17 13:30,1.2
5/17/17 13:35,1.1
5/17/17 13:40,1.2
5/17/17 13:45,1.7
5/17/17 13:50,1.8
5/17/17 13:55,1.8
5/17/17 14:00,2
5/17/17 14:05,2
5/17/17 14:10,2.2
5/17/17 14:15,2.3
5/17/17 14:20,2.5
5/17/17 14:25,2.4
5/17/17 14:30,2.4
5/17/17 14:35,2.4
5/17/17 14:40,2.5
5/17/17 14:45,2.3
5/17/17 14:50,2.7
5/17/17 14:55,2.8
5/17/17 15:00,3.2
5/17/17 15:05,3.3
5/17/17 15:10,3
5/17/17 15:15,2.9
5/17/17 15:20,3.3
5/17/17 15:25,3.3
5/17/17 15:30,3.3
5/17/17 15:35,3.4
5/17/17 15:40,3.3
5/17/17 15:45,3.3
5/17/17 15:50,3.4
5/17/17 15:55,3.5
5/17/17 16:00,3.9
5/17/17 16:05,4.4
5/17/17 16:10,7.9
5/17/17 16:15,8.4
5/17/17 16:20,9.4
5/17/17 16:25,8.4
5/17/17 16:30,7.4
5/17/17 16:35,7.6
5/17/17 16:40,8.9
5/17/17 16:45,9.4
5/17/17 16:50,12.2
5/17/17 16:55,12.5
5/17/17 17:00,11.9
5/17/17 17:05,10.5
5/17/17 17:10,9.5
5/17/17 17:15,14.7
5/17/17 17:20,12.9
5/17/17 17:25,9.9
5/17/17 17:30,13.3
5/17/17 17:35,15.5
5/17/17 17:40,15.5
5/17/17 17:45,12.6
5/17/17 17:50,10.9
5/17/17 17:55,12.4
5/17/17 18:00,15.5
5/17/17 18:05,12
5/17/17 18:10,12.3
5/17/17 18:15,17.3
5/17/17 18:20,12.5
5/17/17 18:25,13
5/17/17 18:30,17.9
5/17/17 18:35,17.3
5/17/17 18:40,14.1
5/17/17 18:45,14.2
5/17/17 18:50,13.9
5/17/17 18:55,13
5/17/17 19:00,15.4
5/17/17 19:05,12.6
5/17/17 19:10,17.1
5/17/17 19:15,15.8
5/17/17 19:20,19.6
5/17/17 19:25,14.9
5/17/17 19:30,19.7
5/17/17 19:35,16.6
5/17/17 19:40,19.2
5/17/17 19:45,19.8
5/17/17 19:50,15.8
5/17/17 19:55,19.3
5/17/17 20:00,21.6
5/17/17 20:05,23
5/17/17 20:10,22.4
5/17/17 20:15,23.6
5/17/17 20:20,24.4
5/17/17 20:25,23.7
5/17/17 20:30,21.9
5/17/17 20:35,18
5/17/17 20:40,19.8
5/17/17 20:45,22
5/17/17 20:50,23.3
5/17/17 20:55,20.2
5/17/17 21:00,19.5
5/17/17 21:05,20.7
5/17/17 21:10,22.7
5/17/17 21:15,19
5/17/17 21:20,21.9
5/17/17 21:25,20.6
5/17/17 21:30,21.6
5/17/17 21:35,20.3
5/17/17 21:40,20.8
5/17/17 21:45,23.9
5/17/17 21:50,24.8
5/17/17 21:55,24
5/17/17 22:00,23.7
5/17/17 22:05,24.7
5/17/17 22:10,24.3
5/17/17 22:15,24.6
5/17/17 22:20,19.4
5/17/17 22:25,23.4
5/17/17 22:30,21.4
5/17/17 22:35,20
5/17/17 22:40,17.1
5/17/17 22:45,17.7
5/17/17 22:50,23.2
5/17/17 22:55,24.3
5/17/17 23:00,23.6
5/17/17 23:05,24.1
5/17/17 23:10,21
5/17/17 23:15,22.9
5/17/17 23:20,23.7
5/17/17 23:25,23.6
5/17/17 23:30,23.5
5/17/17 23:35,24
5/17/17 23:40,23.9
5/17/17 23:45,22.7
5/17/17 23:50,21.7
5/17/17 23:55,21.8
5/18/17 0:00,22
5/18/17 0:05,21.5
5/18/17 0:10,20.2
5/18/17 0:15,20.5
5/18/17 0:20,17.3
5/18/17 0:25,16.3
5/18/17 0:30,18
5/18/17 0:35,17.3
5/18/17 0:40,18
5/18/17 0:45,17.6
5/18/17 0:50,16.9
5/18/17 0:55,16.3
5/18/17 1:00,16.3
5/18/17 1:05,16.2
5/18/17 1:10,15
5/18/17 1:15,14.2
5/18/17 1:20,13.8
5/18/17 1:25,12.4
5/18/17 1:30,11.5
5/18/17 1:35,11.9
5/18/17 1:40,11.5
5/18/17 1:45,12
5/18/17 1:50,11.1
5/18/17 1:55,10.3
5/18/17 2:00,10.5
5/18/17 2:05,10.4
5/18/17 2:10,9.8
